391485047,CALVARY APARTMENTS INC,% ANNE DARNELL CPA,3161 N MARTIN LUTHER KING DR,MILWAUKEE,WI,53212-1970,0000,03,3,1000,199401,1,15,381000000,1,01,201412,6,4,01,0,12,1264713,323467,323467,,
391485049,TURTLE LAKE IMPROVEMENT AND PROTECTIVE ASSOCIATION INC,% CHERYL MITACEK,W 7743 WIS PARKWAY,DELAVAN,WI,53115-0000,0000,03,3,2000,201505,1,16,000000000,1,01,201506,0,0,02,0,06,0,0,0,C32,
391485069,ACCESS TO COMMUNITY SERVICES INCORPORATED,% WI BADGER CAMP,PO BOX 723,PLATTEVILLE,WI,53818-0723,0000,03,3,1000,198409,1,15,927000000,1,01,201312,3,3,01,0,12,67711,63650,63650,P20Z,
391485120,MONTELLO BOW BENDERS INC,% DARRELL HONNOLD,PO BOX 92,MONTELLO,WI,53949-0092,0000,07,3,1000,201310,2,00,000000000,1,01,201412,0,0,02,0,12,0,0,0,N50,
391485156,REEDSBURG AREA UNITED FUND INC,% J KUCHENBECKER,PO BOX 301,REEDSBURG,WI,53959-0301,0000,04,3,1000,198612,1,00,600000000,1,01,201406,1,3,01,0,06,8817,57073,57073,,
391485189,ASSOCIATION OF CORPORATE COUNSEL,% CARRIE BOOHER,W147N6910 WOODLAND DR,MENOMONEE FLS,WI,53051-0908,3199,06,9,2000,198311,2,00,205123000,1,01,,0,0,01,0,09,,,,,AMERICA WISCONSIN CHAPTER INC
391485202,HADFIELD SCHOOL PTO,% PTA PRESIDENT,733 LINDEN ST,WAUKESHA,WI,53186-5161,0000,03,3,2000,197203,1,16,000000000,5,01,201407,0,0,02,0,07,0,0,0,B94,HADFIELD PTA
391485238,GAMMA PHI BETA SORORITY,% KENDRA RUDOLPH,545 ALGOMA BLVD,OSHKOSH,WI,54901-4703,0000,07,3,1000,201502,2,00,036000000,5,01,201007,0,0,02,0,07,0,0,0,,GAMMA RHO CHAPTER
391485278,OREGON AREA COUNCIL ON AGING,,219 PARK ST,OREGON,WI,53575-1543,0000,03,3,1000,198405,1,15,000000000,3,01,201412,0,0,02,0,12,0,0,0,,
391485376,GRACE COMMUNITY INTERNATIONAL OF JANESVILLE WI,% MICHAEL L BACHMEYER,425 MADISON ST,JANESVILLE,WI,53548-3640,0000,03,3,1000,199809,1,10,001000000,1,01,,0,0,06,0,12,,,,X99Z,
391485572,WISCONSIN AREA CAMERA CLUBS ORGANIZATION,% RICHARD KNISBECK,W183N8912 MARYHILL DR,MENOMONEE FLS,WI,53051-1944,0000,04,3,1000,198701,2,00,281000000,5,01,201407,0,0,02,0,07,0,0,0,,
391485627,NAMI WAUKESHA INC,,217 WISCONSIN AVE STE 411,WAUKESHA,WI,53186-4946,0000,03,3,1000,198510,1,16,123000000,1,01,201312,4,4,01,0,12,226297,406876,388813,,
391485716,WOMEN IN MANAGEMENT INC,% SANDRA HARDRATH,PO BOX 335,MANITOWOC,WI,54221-0335,9410,06,6,1000,198910,2,00,123205000,1,01,201306,0,0,02,0,06,0,0,0,,
391485718,BRILL AREA SPORTSMENS CLUB INC,,2796 14TH AVE,RICE LAKE,WI,54868-7702,0000,04,1,1000,199510,2,00,286000000,1,01,201312,0,0,02,0,12,0,0,0,,
391485837,FUTURE FARMERS OF AMERICA AND ITS STATE ASSOCIATIONS & LOCAL CHAPTER,% DENMARK HIGH SCHOOL,4255 MAIN ST,GREEN BAY,WI,54311-9620,0776,03,9,2000,194501,1,16,059349000,5,01,201412,3,4,01,0,12,64209,108303,31043,,WI0073 DENMARK ALUMNI 48008
391485947,DAIRYLAND CPCU SOCIETY CHAPTER,% ERIC BOWER,8201 EXCELSIOR DR,MADISON,WI,53717-1907,0000,06,3,2000,198503,2,00,205000000,5,01,201406,0,0,02,0,12,0,0,0,,
391485975,SOUTHERN LAKES AREA LOVE INC,,480 S PINE ST,BURLINGTON,WI,53105-2237,0000,03,3,1000,198412,1,15,562000000,1,01,201312,6,6,01,0,12,1416589,2211598,2191805,P400,
391486000,HOPE HOSPICE AND PALLIATIVE CARE INC,% DAVID GOESSL,537 W BROADWAY AVE,MEDFORD,WI,54451-1610,0000,03,3,1000,198502,1,16,998000000,1,01,201312,6,6,01,0,12,3105475,1944042,1728162,P74Z,
