200387073,CRUSADERS FUTEBOL CLUB,% CONNIE GRIMES,2570 GLADIATOR DR,FENTON,MO,63026-2285,0000,03,3,1000,200502,1,16,000000000,1,01,201312,0,0,02,0,12,0,0,0,N64,
200387152,THE TITLE OF LIBERTY INC,% DEVAR D CLUFF,10613 N 25TH E,IDAHO FALLS,ID,83401-5899,0000,03,3,2000,200508,1,16,000000000,1,01,201412,3,1,02,0,12,29203,1378,-862,R192,
200387371,JAMES W AND CAROLYN O RITCHIE SUPPORTING ORGANIZATION,% PAUL RITCHIE,1130 PINE CIR,HEBER,UT,84032-1124,0000,03,3,1000,200503,1,17,000000000,2,01,201412,4,0,02,0,12,250000,0,0,T22,
200388154,CORNERSTONE BAPTIST CHURCH,% BETTYE COURTNEY,PO BOX 369,HUTTO,TX,78634-0369,0000,03,3,7000,200401,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
200388171,YOUTHBRIDGE INITIATIVE,% SHARON HIMSL,413 BRIGHTON CT,TYLER,TX,75701-9549,0000,03,3,2100,200411,1,15,000000000,1,01,201312,3,2,02,0,12,35552,11429,11429,O50,
200388259,HOLLYTREE PLACE HOMEOWNERS ASSOCIATION INC,% DEBRORAH RACE,1427 HOLLYTREE PL,TYLER,TX,75703-5773,0000,04,3,3000,200501,2,00,000000000,1,01,201412,1,3,02,0,12,7215,26100,26100,S22,
200388469,WHITEFISH AREA LAND TRUST,% THOMAS T TORNOW,PO BOX 1237,WHITEFISH,MT,59937-1237,0000,03,3,1000,200506,1,15,000000000,1,01,201312,1,0,02,0,12,9,0,0,L20,
200388891,L5FLYERS RACING INCORPORATED,% SCOTT BEAM,246 CONNECTICUT AVE NE,ATLANTA,GA,30307-2212,0000,07,3,1000,200603,2,00,000000000,1,01,201412,3,3,02,0,12,26845,38602,17681,N50,
200388894,FIRE PLACE FELLOWSHIP,% ROBB TRIPP,32 MUSIC VILLAGE BLVD,HENDERSONVILLE,TN,37075-0000,1620,03,9,7000,196402,0,10,000000000,0,01,,0,0,06,0,12,,,,,
200389166,ENVIROCORPS VOLUNTEER AND EDUCATION ALLIANCE,% SCOTT LIMOLI,PO BOX 1441,GIG HARBOR,WA,98335-3441,0000,03,3,1000,200404,1,15,000000000,1,01,201312,0,0,02,0,12,0,0,0,C30,
200389338,SS CYRIL AND METHODIUS ORTHODOX CHURCH,% RONALD M ROME,2956 COHASSET RD,CHICO,CA,95973-0921,2365,03,9,7000,197210,1,10,001000000,1,01,,0,0,06,0,12,,,,,
200389438,TABERNACULO DE RESTAURACION & REFUGIO INC,% JOHNNY MARTINEZ,15601 NE 5TH CT,N MIAMI BEACH,FL,33162-5155,0000,03,3,7000,200404,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
200389594,RESTORATION COMMUNITY DEVELOPMENT CORPORATION,% JAMES L DRUMGOLE,1564 NICHOLSON DR,BATON ROUGE,LA,70802-8140,0000,03,3,1000,200411,1,15,000000000,1,01,201312,0,0,02,0,12,0,0,0,S31,
200389783,PRESIDENT OF SONRISE MINISTRIES,% BRIAN MASSEY,1809 WILDLIFE TRAILS PKWY,ABILENE,TX,79601-6622,0000,03,3,1700,200511,1,10,000000000,1,01,201412,0,0,06,0,12,0,0,0,X20,
200389895,PEACE PRESBYTERIAN CHURCH,% MELINDA LACY,1801 COUNTRY PLACE PKWY STE 103,PEARLAND,TX,77584-5121,1617,03,9,7000,196401,1,10,001029000,5,01,201212,0,0,06,0,12,,,,,
200390035,JEFFERSON REDEVELOPMENT INC,% ROY J D GATTUSO,401 WEYER ST,GRETNA,LA,70053-5921,0000,03,3,1000,200407,1,16,000000000,1,01,201406,0,0,02,0,06,0,0,0,W99,
200390549,CHRIST IS LIFE MINISTRIES,% WILLIAM E LOVELESS,212 WINDSOR DR,BOERNE,TX,78006-3565,0000,03,3,7200,200411,1,15,000000000,1,01,201312,5,4,01,0,12,500144,237778,237778,X20,
200391079,JOLSON FAMILY FOUNDATION,% JOSEPH A JOLSON,600 MONTGOMERY ST STE 1100,SAN FRANCISCO,CA,94111-2713,0000,03,3,1000,200403,1,04,000000000,1,01,201312,7,5,00,1,12,5326356,871122,,T22,
200391371,TAMPA CHARITIES INC,% VICTORIA HILL,PO BOX 988,BRANDON,FL,33509-0988,0000,03,3,7000,200412,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,T30,
200391402,ARMENIAN HERITAGE MUSEUM A CALIF NONPROFIT PUB BEN CORP,% VAROUJAN DER SIMONIAN,PO BOX 5921,FRESNO,CA,93755-5921,0000,03,3,2000,200312,1,15,000000000,1,01,201312,0,0,02,0,12,0,0,0,A23,
200391438,VENTURA COMMERCE AND EDUCATION FOUNDATION,% SANDRA BURKHART,505 POLI STREET,VENTURA,CA,93001-4964,0000,03,3,2000,200408,1,16,000000000,1,01,201312,1,2,02,0,12,7751,17293,17293,S40,
200391440,KIWANIS CLUB OF BURBANK FOR FUN FOUNDATION INC,% JULIE STRASSER,612 CAMBRIDGE DR,BURBANK,CA,91504-2905,0000,03,3,1000,200311,1,16,059264328,1,01,201409,3,3,01,0,09,32338,51573,27646,,
200391453,CONGENITAL HEART DEFECTS FAMILIES ASSOCIATION,% VALERIE REXIN,615 NE 94TH TER,KANSAS CITY,MO,64155-3358,0000,03,3,1000,200903,1,15,000000000,1,01,201506,0,0,02,0,06,0,0,0,G43,
200391642,SIERRA EDUCATION AND RESEARCH INSTITUTE,,5730 N FIRST ST SUITE 105-503,FRESNO,CA,93710-6200,0000,03,3,1200,200407,1,15,000000000,1,01,201406,1,4,01,0,06,4487,174906,174906,G032,
200391706,SAN FERNANDO VALLEY COMMUNITY FOUNDATION INC,% BRUCE ACKERMAN,23679 CALABASAS RD 507,CALABASAS,CA,91302-1502,0000,03,3,1000,200412,1,15,000000000,1,01,201406,2,3,02,0,06,15023,25615,25615,T30,
200391941,TRI-STATE WATER RESOURCE COALITION,% BRIAN BINGLE,2170 S FARM ROAD 199,SPRINGFIELD,MO,65809-2647,0000,04,3,1000,200402,2,00,000000000,1,01,201412,4,4,01,0,12,393617,128778,128778,C32,
200392263,NATIONAL BRUSSELS GRIFFON CLUB INC,% KATHY A ROBBINS,1354 N CALLE HERMOSA,TUCSON,AZ,85715-4815,0000,07,3,1000,200401,2,00,000000000,1,01,201412,0,0,02,0,12,0,0,0,N50,
200392486,SHIUE-SHIN CULTURE & EDUCATION FOUNDATION,% SHIH-HUNG LO,563 SARK CT,MILPITAS,CA,95035-3518,0000,03,3,7000,200403,1,15,000000000,1,01,201410,0,0,02,0,10,0,0,0,X21,
200392581,GO CONTEMPORAY DANCE WORKS INC,,1234 ROCKY HILL RD,KNOXVILLE,TN,37919-8073,0000,03,3,2000,200509,1,15,000000000,1,01,201406,1,3,01,0,06,7815,89914,14244,A62,
200392776,NORTH EDMOND BIBLE CHURCH INC,% G TAZ HEARN,1413 SIMON AVE,EDMOND,OK,73003-3739,0000,03,3,7000,200401,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
200392790,EAST METRO ECONOMIC ALLIANCE,% HIROSHI MORIHARA,PO BOX 422,GRESHAM,OR,97030-0077,0000,06,3,3000,200412,2,00,000000000,1,01,201312,2,3,01,0,12,23171,83369,83369,S41,
200392991,MINISTERO INTERNACIONAL ESPIRITU SANTO,% SEGISMUNDO HERNANDEZ,312 E ITALIA ST,COVINA,CA,91723-2203,0000,03,3,7000,200402,1,10,000000000,1,01,,0,2,06,0,12,,,,X21,
200393052,LIGHTHOUSE BIBLE CHURCH OF ORANGE COUNTY,% LIGHTHOUSE BIBLE CHURCH OF ORANGE,750 SATHER CT,BREA,CA,92821-2331,0000,03,3,7000,200411,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
200393160,PRATTVILLE GIRLS SOFTBALL LEAGUE,% JOHN MCDANIEL,PO BOX 681501,PRATTVILLE,AL,36068-1501,0000,03,3,2000,200406,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,O50,
200393291,PORT CHARLOTTE INTERNATIONAL CHURCH,,2811 TAMIAMI TRL STE B,PT CHARLOTTE,FL,33952-5135,3877,03,9,7000,199406,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
200393297,ACTS OF MERCY FOUNDATION,% ELIZABETH K WARREN,29881 SANTA MARGARITA,RCH STA MARGARITA,CA,92688-3621,0000,03,3,1000,200406,1,17,000000000,1,01,201312,8,6,01,0,12,11195727,4337170,3916896,Q11,
200393299,GLOBAL PEACE FUND,% STEVE JOHNSON,1 SADDLEBACK PKWY,LAKE FOREST,CA,92630-8700,0000,03,3,1000,200405,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,
200393411,UDDAMI,% KATHERINE DYER,7725 BODEGA AVENUE,SEBASTOPOL,CA,95472-3515,0000,03,3,1000,200409,1,15,000000000,1,01,201412,1,1,02,0,12,6755,5800,5800,B11,
200393513,ELBERT WOMENS CLUB,% DEBRA VETTER,PO BOX 302,ELBERT,CO,80106-0302,0000,03,3,1200,200407,1,15,000000000,1,01,201412,4,3,02,0,12,394054,46687,37870,S20,
200393942,ANOINTED CHURCH OF THE LIVING GOD INCORPORATED,% JOHN W DOUGLAS,1889 LYLE AVE,COLLEGE PARK,GA,30337-1219,0000,03,3,1000,200401,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
200394008,RISEUP NETWORKS,% ELIJAH SAXON,PO BOX 4282,SEATTLE,WA,98194-0282,0000,04,3,1000,200703,2,00,000000000,1,01,201312,4,4,01,0,12,117801,162579,162579,P99,
200394397,EAST COBB MIDDLE SCHOOL FOUNDATION INC,% KATHERINE SPEAR,PO BOX 680031,MARIETTA,GA,30068-0001,0000,03,3,1200,200503,1,15,000000000,1,01,201406,0,0,02,0,06,0,0,0,B112,
200394400,WESTERN REGION BUTTON ASSOCIATION,% JANEL MARCHI,4475 LAGUNA PL APT 214,BOULDER,CO,80303-3764,0000,07,3,1000,200811,2,00,000000000,1,01,201412,2,1,02,0,12,21626,2473,2473,N50,
200394518,HUTTO BAND BOOSTERS INCORPORATION,% JEN BROWN TREASURER,PO BOX 471,HUTTO,TX,78634-0471,0000,03,3,1200,200403,1,16,000000000,1,01,201312,0,0,02,0,12,0,0,0,B11,
200394710,CREATIVE ACHIEVEMENTS,,4524 BOAT CLUB RD STE 194,FORT WORTH,TX,76135-7025,0000,03,3,1000,200402,1,15,000000000,1,01,201312,1,4,01,0,12,9810,175970,175970,P80,
200394993,HEATHWOOD COMMUNITY CENTER LLC,% DAVE SMITH,6301 ROCKHILL RD STE 305,KANSAS CITY,MO,64131-1117,0000,03,3,1000,200312,1,15,000000000,1,01,201312,6,4,01,0,12,4964632,264775,264775,N31,
200395325,HEALTH AND EDUCATION RELIEF ORGANIZATION HERO INC,% BRUCE GODDARD,3701 AUTUMN LEAVES LN,MARIETTA,GA,30066-3968,0000,03,3,1000,200412,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,Q33,HERO
200395571,EUREKA HEALTHCARE VOLUNTEER GUILD,% KATHY DUNLAP,435 W VAN BUREN,EUREKA SPGS,AR,72632-8805,0000,03,3,1000,200502,1,15,000000000,1,01,201212,0,0,02,0,12,0,0,0,T40,
200395757,END TIME REVIVAL MINISTRY,% JOHN MUTURI NJOROGE,PO BOX 9503,THE WOODLANDS,TX,77387-9503,0000,03,3,2700,200507,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
200395789,FLOWER HILL FOUNDATION AUSTIN TEXAS,% DANIEL LOVELAND,607 PRESSLER ST,AUSTIN,TX,78703-5125,0000,03,3,1000,200404,1,04,000000000,2,01,201312,2,1,00,1,12,10270,1,,T22,
200395976,SAVANNAH PHILHARMONIC CHORUS INC,% TREASURER,PO BOX 11323,SAVANNAH,GA,31412-1523,0000,03,3,2000,200405,1,15,000000000,1,01,201406,1,1,02,0,06,7691,2580,2580,A6B,
200396032,HISPANA INC,% JOHN R HERNANDEZ,4750 BRYANT IRVIN RD,FORT WORTH,TX,76132-3633,0000,03,3,1200,200502,1,15,000000000,1,01,201312,3,2,02,0,12,50045,10201,10201,A232,
200396160,THE SPARKS FOUNDATION INC,,800 N MARIENFELD ST STE 100,MIDLAND,TX,79701-3382,0000,03,3,1000,200410,1,04,000000000,1,01,201312,6,5,00,1,12,1894897,886168,,T22,
200396205,UNITY SPIRITUAL LIFE CENTER WINTER SPRINGS,% LUIS RAMOS,855 E STATE ROAD 434 STE 2201,WINTER SPGS,FL,32708-2706,2062,03,9,2700,197002,1,10,059029000,5,01,,0,0,01,0,12,,,,,
200396570,ITMH,% JULIE M LECOCQ,PO BOX 2032,COLLEYVILLE,TX,76034-2032,0000,03,3,1200,200410,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,X192,IN THE MASTERS HANDS
200396661,DENVER FOLD,% C/O STEPHEN D LEE,9025 W 96TH DR,WESTMINSTER,CO,80021-4347,0000,10,3,1000,200402,1,00,000000000,1,01,201312,0,0,02,0,12,0,0,0,Y42,
200396878,HEALTHY COMMUNITIES FOUNDATION,% DERYK VAN BRUNT,2054 UNIVERSITY AVE 3RD FL,BERKELEY,CA,94704-2687,0000,03,3,1200,200403,1,15,000000000,1,01,201312,4,4,01,0,12,340082,169817,169817,E70,
200396894,WALTER AND MARY FROME FAMILY FOUNDATION,% WALTER FROME,151 KALMUS DRIVE STE F-2,COSTA MESA,CA,92626-5965,0000,03,3,1000,200401,1,04,000000000,1,01,201312,7,6,00,1,12,5020272,1332823,,T22,
200397258,EARLY COUNTY COMMUNITY DEVELOPMENT CORPORATION,% NANCY WRIGHT,PO BOX 134,BLAKELY,GA,39823-0134,0000,03,3,1200,200502,1,15,000000000,1,01,201412,4,3,01,0,12,235106,67557,67557,S31,
200397507,TONGUE RIVER COMMUNITY DEVELOPMENT COUNCIL,% KAAREN RIZOR,PO BOX 47,ASHLAND,MT,59003-0047,0000,03,3,1000,200605,1,15,000000000,1,01,201312,1,1,02,0,12,2804,221,221,C30,
200397681,SHILOH BAPTIST CHURCH OF LAKE CHARLES LOUISIANA,,3425 5TH AVE,LAKE CHARLES,LA,70607-2127,0000,03,3,7100,201110,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
