364689162,CLEAR INFORMATION COLORADO,% ANDY GEORGE,PO BOX 181554,DENVER,CO,80218-8830,0000,04,3,3000,201307,2,00,000000000,1,01,201312,3,4,01,0,12,33384,175500,175500,R01,
364689654,WOMEN TO WOMEN FELLOWSHIP MINISTRY,,16358 GARO ST,HACIENDA HTS,CA,91745-2949,0000,03,3,1000,201210,1,15,000000000,1,01,201212,0,0,02,0,12,0,0,0,P20,
364690040,AMERICAN CHINESE BUSINESS ASSOCIATION,% JACK JINJIE CHEN,17800 CASTLETON ST STE 605,CITY INDUSTRY,CA,91748-5759,0000,06,3,2000,201109,2,00,000000000,1,01,201210,0,0,02,0,10,0,0,0,S41,US CHINESE GEN CHAMBER OF COMMERCE
364690214,FORWARD ECONOMIC & DEVELOPMENT CORPORATION,,518 N FOURTH AVE,FOREST,MS,39074-3627,0000,03,3,1000,201504,1,16,000000000,1,01,201412,0,0,02,0,12,0,0,0,L20,
364690660,MR BENTLYS FUR FRIENDS RESCUE,% DANNY VIAR SR,1406 SEWANEE DR,EAST RIDGE,TN,37412-3640,0000,03,3,1000,201110,1,15,000000000,1,01,201412,0,0,02,0,12,0,0,0,,
364690763,BURNT RANCH ESTATES MUTUAL WATER COMPANY,% SANDRA WATERS,PO BOX 102,BURNT RANCH,CA,95527-0102,0000,12,3,1000,201104,2,00,000000000,1,01,201312,0,0,02,0,12,0,0,0,Y22,ROBERT VAN FLEET
364690777,WAVE ACADEMY,% DAVE TOWE,4455 MURPHY CANYON ROAD,SAN DIEGO,CA,92123-4379,0000,03,3,1000,201106,1,15,000000000,1,01,201412,4,4,01,0,12,182252,337645,337645,B30,
364690868,TEXAS 4-H,% KAYLA NEILL,604 N MAIN ST STE 200,WEATHERFORD,TX,76086-2436,5932,03,9,1200,201111,1,15,000000000,5,01,201408,0,0,02,0,08,0,0,0,,PARKER COUNTY 4-H PARENT LEADER ASS
364690967,THE WHITE RABBIT,% JEANY DAVID,1255 S BELLAIRE ST APT 412,DENVER,CO,80246-7757,0000,03,3,1000,201212,1,15,000000000,1,01,201212,0,0,02,0,12,0,0,0,O50,
364691029,DEPARTMENT OF NEW MEXICO LADIES AUXILIARY TO THE VFW OF THE USA,% MICHELLE S MARTINEZ,PO BOX 12272,ALBUQUERQUE,NM,87195-0272,5365,19,9,1000,200301,2,00,000000000,1,01,201406,0,0,02,0,06,0,0,0,S81,6216 HURLEY-CARBAJAL VFW LADIES AUX
